red_odds,blue_odds,red_winner,odds_diff,age_diff,reach_diff,height_diff,wins_diff,losses_diff,rounds_diff,title_bout_diff,ko_diff,submission_diff,win_streak_diff,lose_streak_diff,longest_win_streak_diff,sig_str_diff,sub_att_diff,td_diff,rank_diff,title_bout,gender,number_of_rounds,blue_current_lose_streak,blue_current_win_streak,blue_longest_win_streak,blue_total_rounds_fought,blue_total_title_bouts,blue_stance,blue_height_cms,blue_reach_cms,red_current_lose_streak,red_current_win_streak,red_longest_win_streak,red_total_rounds_fought,red_total_title_bouts,red_stance,red_height_cms,red_reach_cms,red_age,blue_age,b_match_wc_rank,r_match_wc_rank,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,red_implied_prob,blue_implied_prob,prob_diff,red_win_pct,blue_win_pct,win_pct_diff,red_ko_rate,blue_ko_rate,red_sub_rate,blue_sub_rate,red_finish_rate,blue_finish_rate,red_experience,blue_experience,red_round_per_fight,blue_round_per_fight,red_reach_per_height,blue_reach_per_height,red_days_since_last,blue_days_since_last,red_debut,blue_debut,activity_diff
-170,160,1,-330,3,7.62,5.08000000000001,-1,1,0,1,0,0,0,0,-3,-11.8182,0.2727,0.4545,-4,0,1,3,1,0,6,25,0,0.0,175.26,180.34,1,0,3,25,1,1.0,180.34,187.96,32,29,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6296296296296297,0.38461538461538464,0.245014245014245,0.6363636363636364,0.7272727272727273,-0.09090909090909094,0.5714285714285714,0.5,0.0,0.0,0.5714285714285714,0.5,11,11,2.272727272727273,2.272727272727273,1.0422535211267605,1.028985507246377,70.0,301.0,0,0,-231.0
-315,285,1,-600,-2,25.4,7.62,3,1,6,1,1,1,0,0,2,-9.6,-0.4,2.4,0,0,1,3,0,1,1,3,0,0.0,172.72,167.64,0,1,3,9,1,0.0,180.34,193.04,30,32,20,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7590361445783133,0.2597402597402597,0.49929588483805354,0.8,1.0,-0.19999999999999996,0.25,0.0,0.25,0.0,0.5,0.0,5,1,1.8,3.0,1.0704225352112675,0.9705882352941175,217.0,140.0,0,0,77.0
-355,320,1,-675,-3,12.7,12.7,-1,-2,-10,1,0,1,1,-1,0,8.75,-0.25,0.25,0,0,1,3,1,0,1,12,0,0.0,167.64,167.64,0,1,1,2,1,0.0,180.34,180.34,26,29,20,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7802197802197802,0.23809523809523808,0.5421245421245422,1.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1,4,2.0,3.0,1.0,1.0,175.0,266.0,0,0,-91.0
-430,380,0,-810,-1,-7.61999999999998,0.0,2,-1,2,1,0,0,2,0,2,-34.1667,0.0833,-0.5,0,0,1,3,0,1,1,8,0,0.0,177.8,185.42,0,3,3,10,1,0.0,177.8,177.8,27,28,20,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8113207547169812,0.20833333333333334,0.6029874213836478,0.75,0.3333333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,4,3,2.5,2.6666666666666665,1.0,1.0428571428571427,112.0,343.0,0,0,-231.0
-260,240,0,-500,3,7.62,7.61999999999998,2,2,13,0,1,0,0,0,0,-38.5,0.3333,3.5,0,0,1,3,0,1,1,4,0,0.0,177.8,182.88,0,1,1,17,0,0.0,185.42,190.5,34,31,20,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.29411764705882354,0.42810457516339867,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,6,2,2.8333333333333335,2.0,1.0273972602739727,1.0285714285714285,399.0,129.0,0,0,270.0
-140,130,1,-270,4,-7.62,-2.53999999999999,2,3,10,0,2,0,0,1,1,-24.6,-0.2,-0.6,0,0,1,3,0,0,0,0,0,1.0,175.26,177.8,1,0,1,10,0,0.0,172.72,170.18,28,24,20,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.43478260869565216,0.1485507246376812,0.4,,,1.0,,0.0,,1.0,,5,0,2.0,,0.9852941176470589,1.0144927536231885,129.0,,0,1,
-125,115,0,-240,-1,2.53999999999999,-7.62,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,3,0,0,0,0,0,0.0,182.88,180.34,0,0,0,0,0,0.0,175.26,182.88,25,26,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.46511627906976744,0.09043927648578814,,,,,,,,,,0,0,,,1.0434782608695652,0.9861111111111112,,,1,1,
-150,140,1,-290,-9,12.7,10.16,-1,-1,-5,1,-1,1,0,0,0,15.4167,-0.5833,-0.4167,0,0,1,3,0,1,2,12,0,1.0,175.26,177.8,0,1,2,7,1,1.0,185.42,190.5,26,35,20,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4166666666666667,0.1833333333333333,0.75,0.6666666666666666,0.08333333333333337,0.0,0.25,1.0,0.5,1.0,0.75,4,6,1.75,2.0,1.0273972602739727,1.0144927536231885,199.0,98.0,0,0,101.0
-175,165,0,-340,2,5.07999999999998,0.0,5,5,23,0,1,1,0,0,2,18.0,-1.0909,0.8182,0,0,1,3,1,0,0,3,0,0.0,180.34,180.34,1,0,2,26,0,0.0,180.34,185.42,33,31,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.37735849056603776,0.2590051457975986,0.45454545454545453,0.0,0.45454545454545453,0.2,,0.2,,0.4,,11,1,2.3636363636363638,3.0,1.028169014084507,1.0,203.0,119.0,0,0,84.0
-650,535,1,-1185,-3,12.7,7.62,1,-2,-6,0,1,0,-1,0,0,30.6905,0.7143,-1.0714,-13,0,1,5,0,3,3,20,0,0.0,185.42,190.5,0,2,3,14,0,0.0,193.04,203.2,31,34,20,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.15748031496062992,0.7091863517060368,0.8333333333333334,0.5714285714285714,0.261904761904762,0.4,0.25,0.0,0.0,0.4,0.25,6,7,2.3333333333333335,2.857142857142857,1.0526315789473684,1.0273972602739727,126.0,69.0,0,0,57.0
185,-200,0,385,11,-5.07999999999998,-2.54000000000002,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,3,0,0,0,0,0,0.0,187.96,200.66,0,0,0,0,0,0.0,185.42,195.58,35,24,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3508771929824561,0.6666666666666666,-0.3157894736842105,,,,,,,,,,0,0,,,1.0547945205479454,1.0675675675675675,,,1,1,
185,-200,0,385,2,7.62,2.53999999999999,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,3,0,0,0,0,0,0.0,180.34,182.88,0,0,0,0,0,1.0,182.88,190.5,25,23,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3508771929824561,0.6666666666666666,-0.3157894736842105,,,,,,,,,,0,0,,,1.0416666666666667,1.0140845070422535,,,1,1,
-455,405,1,-860,7,-5.08000000000001,-5.08000000000001,12,6,45,1,1,6,0,2,5,-20.4444,-0.9444,-2.2778,-12,0,1,3,0,0,0,0,0,1.0,190.5,187.96,2,0,5,45,1,1.0,185.42,182.88,36,29,20,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8198198198198198,0.19801980198019803,0.6218000178396217,0.6666666666666666,,,0.08333333333333333,,0.5,,0.5833333333333334,,18,0,2.5,,0.9863013698630138,0.9866666666666667,98.0,,0,1,
-320,290,0,-610,2,-2.53999999999999,-2.53999999999999,1,-1,-5,1,0,1,0,0,2,26.8,-0.4,0.4,0,0,1,3,0,1,1,13,0,0.0,172.72,180.34,0,1,3,8,1,0.0,170.18,177.8,30,28,20,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.2564102564102564,0.5054945054945055,0.8,0.6,0.20000000000000007,0.5,0.6666666666666666,0.25,0.0,0.75,0.6666666666666666,5,5,1.6,2.6,1.0447761194029852,1.0441176470588236,69.0,154.0,0,0,-85.0
290,-320,0,610,5,2.53999999999999,-5.07999999999998,2,1,7,0,0,1,1,0,1,-5.25,0.5,-0.75,0,0,1,3,0,1,1,3,0,0.0,175.26,177.8,0,2,2,10,0,0.0,170.18,180.34,34,29,20,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564102564102564,0.7619047619047619,-0.5054945054945055,0.75,1.0,-0.25,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,4,1,2.5,3.0,1.0597014925373134,1.0144927536231885,105.0,119.0,0,0,-14.0
-500,435,1,-935,-3,7.61999999999998,7.62,1,0,3,0,0,0,1,0,1,-37.0,0.0,-0.5,0,0,1,3,0,1,1,3,0,0.0,172.72,177.8,0,2,2,6,0,0.0,180.34,185.42,27,30,20,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.18691588785046728,0.6464174454828661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,3.0,1.028169014084507,1.0294117647058825,136.0,98.0,0,0,38.0
-325,295,1,-620,1,15.24,10.16,0,0,0,0,0,0,0,0,0,-3.0,0.0,4.0,0,0,1,3,0,1,1,3,0,0.0,172.72,172.72,0,1,1,3,0,0.0,182.88,187.96,29,28,20,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.25316455696202533,0.5115413253909158,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3.0,3.0,1.027777777777778,1.0,269.0,91.0,0,0,178.0
-245,225,0,-470,7,-12.7,-10.16,1,0,3,0,0,0,1,0,1,-17.0,0.0,-4.0,0,0,1,3,0,0,0,0,0,0.0,185.42,187.96,0,1,1,3,0,0.0,175.26,175.26,31,24,20,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7101449275362319,0.3076923076923077,0.4024526198439242,1.0,,,0.0,,0.0,,0.0,,1,0,3.0,,1.0,1.0136986301369864,182.0,,0,1,
-150,140,1,-290,-2,7.62,-2.54000000000002,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,3,0,0,0,0,0,0.0,187.96,182.88,0,0,0,0,0,0.0,185.42,190.5,28,30,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4166666666666667,0.1833333333333333,,,,,,,,,,0,0,,,1.0273972602739727,0.9729729729729729,,,1,1,
-295,265,1,-560,0,-12.7,-10.16,0,1,3,0,0,0,0,1,0,-33.0,-1.0,0.0,0,0,1,3,0,0,0,0,0,1.0,177.8,177.8,1,0,0,3,0,0.0,167.64,165.1,27,27,20,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7468354430379747,0.273972602739726,0.47286284029824865,0.0,,,,,,,,,1,0,3.0,,0.9848484848484849,1.0,98.0,,0,1,
235,-255,0,490,8,-10.16,-5.08000000000001,7,3,17,0,4,0,0,0,3,28.3333,-0.4167,-1.5833,-4,0,1,5,1,0,1,8,0,0.0,187.96,193.04,1,0,4,25,0,0.0,182.88,182.88,36,28,11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29850746268656714,0.7183098591549296,-0.4198023964683625,0.6666666666666666,0.5,0.16666666666666663,0.5,0.0,0.0,0.0,0.5,0.0,12,2,2.0833333333333335,4.0,1.0,1.027027027027027,217.0,105.0,0,0,112.0
-165,155,0,-320,2,5.08000000000001,2.53999999999999,-2,-4,-5,-1,-2,0,-1,1,3,-5.3626,0.1209,0.2857,-11,0,1,3,0,1,3,24,1,0.0,187.96,193.04,1,0,6,19,0,0.0,190.5,198.12,32,30,20,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6226415094339622,0.39215686274509803,0.2304846466888642,0.8571428571428571,0.6153846153846154,0.24175824175824168,0.0,0.25,0.3333333333333333,0.25,0.3333333333333333,0.5,7,13,2.7142857142857144,1.8461538461538463,1.04,1.027027027027027,105.0,69.0,0,0,36.0
-155,145,0,-300,3,2.54000000000002,12.7,2,0,5,0,1,0,2,0,2,-45.6667,0.3333,0.3333,0,0,1,3,0,1,1,1,0,0.0,185.42,193.04,0,3,3,6,0,0.0,198.12,195.58,26,23,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6078431372549019,0.40816326530612246,0.19967987194877945,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,3,1,2.0,1.0,0.9871794871794872,1.0410958904109588,84.0,77.0,0,0,7.0
-140,130,1,-270,5,-10.16,-5.08000000000001,0,-1,-3,0,0,0,0,-1,0,61.0,0.0,0.0,0,0,1,3,1,0,0,3,0,1.0,172.72,177.8,0,0,0,0,0,1.0,167.64,167.64,30,25,20,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.43478260869565216,0.1485507246376812,,0.0,,,,,,,,0,1,,3.0,1.0,1.0294117647058825,,182.0,1,0,
-105,-105,1,0,8,5.07999999999998,10.16,0,1,0,0,0,1,0,0,0,9.5,-1.0,1.0,0,0,1,3,0,1,1,3,0,1.0,185.42,195.58,0,1,1,3,0,0.0,195.58,200.66,32,24,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.5121951219512195,0.0,0.5,1.0,-0.5,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1.5,3.0,1.025974025974026,1.0547945205479454,273.0,176.0,0,0,97.0
305,-335,0,640,-2,-12.7,-7.62,-1,0,-4,0,-1,1,0,0,-1,-10.6905,0.0476,0.7619,13,0,1,3,0,1,2,17,0,1.0,175.26,180.34,0,1,1,13,0,0.0,167.64,167.64,31,33,7,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24691358024691357,0.7701149425287356,-0.523201362281822,0.5,0.5714285714285714,-0.0714285714285714,0.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.25,6,7,2.1666666666666665,2.4285714285714284,1.0,1.028985507246377,91.0,105.0,0,0,-14.0
140,-150,1,290,2,5.08000000000001,0.0,0,3,9,0,0,0,0,3,0,-22.3333,-0.6667,-1.0,0,0,1,3,0,0,0,0,0,0.0,182.88,185.42,3,0,0,9,0,1.0,182.88,190.5,27,25,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.6,-0.1833333333333333,0.0,,,,,,,,,3,0,3.0,,1.0416666666666667,1.0138888888888888,1295.0,,0,1,
205,-225,0,430,-5,-5.08000000000001,0.0,0,0,2,0,0,0,0,0,0,0.0,0.25,0.0,0,0,1,3,2,0,1,10,0,0.0,172.72,180.34,2,0,1,12,0,0.0,172.72,175.26,25,30,20,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32786885245901637,0.6923076923076923,-0.3644388398486759,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3.0,2.5,1.0147058823529411,1.0441176470588236,105.0,105.0,0,0,0.0
160,-170,0,330,-4,-2.53999999999999,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,3,0,0,0,0,0,0.0,190.5,198.12,0,0,0,0,0,0.0,190.5,195.58,23,27,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.6296296296296297,-0.245014245014245,,,,,,,,,,0,0,,,1.0266666666666668,1.04,,,1,1,
-320,290,1,-610,3,5.07999999999998,-2.53999999999999,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,3,0,0,0,0,0,0.0,182.88,180.34,0,0,0,0,0,0.0,180.34,185.42,30,27,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.2564102564102564,0.5054945054945055,,,,,,,,,,0,0,,,1.028169014084507,0.9861111111111112,,,1,1,
-225,205,1,-430,3,-7.61999999999998,2.53999999999999,5,1,30,5,-1,0,-2,0,4,-46.3333,-0.4444,-0.1111,-9,0,1,5,0,3,3,5,0,0.0,172.72,185.42,0,1,7,35,5,1.0,175.26,177.8,30,27,11,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.32786885245901637,0.3644388398486759,0.8888888888888888,1.0,-0.11111111111111116,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,9,3,3.888888888888889,1.6666666666666667,1.0144927536231885,1.0735294117647058,133.0,213.0,0,0,-80.0
120,-130,1,250,3,7.62,5.08000000000001,6,3,28,1,3,0,0,1,3,9.7273,-0.9,-0.4318,0,0,1,3,1,0,3,27,1,0.0,172.72,175.26,2,0,6,55,2,1.0,177.8,182.88,32,29,20,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.5652173913043478,-0.11067193675889325,0.65,0.6363636363636364,0.013636363636363669,0.38461538461538464,0.2857142857142857,0.0,0.0,0.38461538461538464,0.2857142857142857,20,11,2.75,2.4545454545454546,1.0285714285714285,1.0147058823529411,84.0,427.0,0,0,-343.0
-570,480,1,-1050,-1,0.0,-7.61999999999998,1,0,0,1,2,-1,0,0,1,-7.25,0.5,0.15,-4,0,1,3,0,1,2,12,1,0.0,167.64,167.64,0,1,3,12,2,0.0,160.02,167.64,29,30,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8507462686567164,0.1724137931034483,0.6783324755532681,0.8,0.75,0.050000000000000044,0.75,0.3333333333333333,0.0,0.3333333333333333,0.75,0.6666666666666666,5,4,2.4,3.0,1.0476190476190474,1.0,231.0,143.0,0,0,88.0
-280,255,1,-535,-3,-2.53999999999999,0.0,7,3,29,0,1,1,-2,1,3,-26.4286,1.6071,-0.6071,-15,0,1,3,0,2,2,8,0,1.0,172.72,180.34,1,0,5,37,0,1.0,172.72,177.8,29,32,20,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.28169014084507044,0.4551519644180874,0.6428571428571429,0.5,0.1428571428571429,0.1111111111111111,0.0,0.2222222222222222,0.5,0.3333333333333333,0.5,14,4,2.642857142857143,2.0,1.0294117647058825,1.0441176470588236,49.0,203.0,0,0,-154.0
-120,110,0,-230,-5,0.0,0.0,1,0,-2,0,2,-2,0,0,1,-2.3,0.8,0.35,-2,0,1,3,0,1,2,11,0,0.0,172.72,172.72,0,1,3,9,0,0.0,172.72,172.72,24,29,14,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.47619047619047616,0.06926406926406925,0.8,0.75,0.050000000000000044,0.5,0.0,0.25,1.0,0.75,1.0,5,4,1.8,2.75,1.0,1.0,203.0,406.0,0,0,-203.0
540,-660,0,1200,13,12.7,7.62,0,1,0,0,0,1,0,0,0,59.0,0.1667,0.8333,0,0,1,3,1,0,1,6,0,0.0,167.64,175.26,1,0,1,6,0,0.0,175.26,187.96,33,20,20,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.868421052631579,-0.712171052631579,0.3333333333333333,0.5,-0.16666666666666669,0.0,0.0,1.0,0.0,1.0,0.0,3,2,2.0,3.0,1.0724637681159421,1.0454545454545454,315.0,133.0,0,0,182.0
-105,-105,0,0,10,5.08000000000001,2.53999999999999,-1,1,-1,0,0,0,0,1,-1,3.6667,0.0,0.0,0,0,1,3,2,0,1,9,0,1.0,180.34,185.42,3,0,0,8,0,0.0,182.88,190.5,35,25,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.5121951219512195,0.0,0.0,0.3333333333333333,-0.3333333333333333,,0.0,,0.0,,0.0,3,3,2.6666666666666665,3.0,1.0416666666666667,1.028169014084507,161.0,623.0,0,0,-462.0
-245,225,1,-470,3,-2.54000000000002,-2.53999999999999,3,4,15,0,1,1,0,2,2,-4.5,-0.25,4.0,-5,0,1,3,1,0,0,3,0,0.0,167.64,170.18,3,0,2,18,0,0.0,165.1,167.64,31,28,20,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7101449275362319,0.3076923076923077,0.4024526198439242,0.375,0.0,0.375,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,,8,1,2.25,3.0,1.0153846153846153,1.0151515151515154,76.0,126.0,0,0,-50.0
145,-155,0,300,11,5.07999999999998,0.0,9,8,37,0,5,1,0,2,5,26.1579,-0.0263,2.2368,0,0,1,3,1,0,1,5,0,0.0,175.26,180.34,3,0,6,42,0,1.0,175.26,185.42,37,26,20,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40816326530612246,0.6078431372549019,-0.19967987194877945,0.5263157894736842,0.5,0.02631578947368418,0.5,0.0,0.2,1.0,0.7,1.0,19,2,2.210526315789474,2.5,1.0579710144927537,1.028985507246377,315.0,224.0,0,0,91.0
-150,140,1,-290,2,5.07999999999998,0.0,1,1,6,0,0,0,0,1,1,-51.5,-1.0,0.0,0,0,1,3,0,0,0,0,0,2.0,180.34,180.34,1,0,1,6,0,0.0,180.34,185.42,29,27,20,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4166666666666667,0.1833333333333333,0.5,,,0.0,,0.0,,0.0,,2,0,3.0,,1.028169014084507,1.0,224.0,,0,1,
-310,280,1,-590,3,-7.62,-2.53999999999999,0,1,1,0,0,0,0,1,0,-8.0,0.0,0.0,0,0,1,3,0,0,0,0,0,1.0,190.5,200.66,1,0,0,1,0,0.0,187.96,193.04,33,30,20,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7560975609756098,0.2631578947368421,0.49293966623876767,0.0,,,,,,,,,1,0,1.0,,1.027027027027027,1.0533333333333332,105.0,,0,1,
-690,560,1,-1250,-2,2.53999999999999,-2.53999999999999,4,2,24,5,0,1,2,0,2,-18.5556,0.3333,-1.1111,-4,1,1,5,0,3,3,9,0,0.0,162.56,165.1,0,5,5,33,5,0.0,160.02,167.64,27,29,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8734177215189873,0.15151515151515152,0.7219025700038358,0.7777777777777778,1.0,-0.2222222222222222,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.0,0.2857142857142857,0.3333333333333333,9,3,3.6666666666666665,3.0,1.0476190476190474,1.015625,182.0,133.0,0,0,49.0
-165,155,1,-320,-3,2.54000000000002,2.54000000000002,8,3,25,1,2,1,0,0,4,-4.8462,-0.3077,-1.7692,-11,0,1,3,0,1,1,2,0,0.0,185.42,185.42,0,1,5,27,1,0.0,187.96,187.96,31,34,20,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6226415094339622,0.39215686274509803,0.2304846466888642,0.6923076923076923,0.5,0.1923076923076923,0.3333333333333333,1.0,0.1111111111111111,0.0,0.4444444444444444,1.0,13,2,2.076923076923077,1.0,1.0,1.0,190.0,217.0,0,0,-27.0
140,-150,1,290,4,-2.53999999999999,-2.53999999999999,4,1,11,4,4,1,1,0,2,0.5476,-0.1349,0.9683,6,0,1,3,0,2,4,15,1,0.0,193.04,198.12,0,3,6,26,5,0.0,190.5,195.58,35,31,14,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.6,-0.1833333333333333,0.7142857142857143,0.6666666666666666,0.04761904761904767,0.7,0.5,0.2,0.16666666666666666,0.9,0.6666666666666666,14,9,1.8571428571428572,1.6666666666666667,1.0266666666666668,1.0263157894736843,,266.0,1,0,
-115,105,1,-220,-8,5.07999999999998,7.62,4,1,15,0,-1,1,-1,0,3,-19.3611,-0.5556,-1.3611,-1,0,1,3,0,2,2,7,0,0.0,175.26,187.96,0,1,5,22,0,0.0,182.88,193.04,24,32,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5348837209302325,0.4878048780487805,0.04707884288145203,0.7777777777777778,0.75,0.02777777777777779,0.2857142857142857,1.0,0.14285714285714285,0.0,0.42857142857142855,1.0,9,4,2.4444444444444446,1.75,1.0555555555555556,1.0724637681159421,112.0,91.0,0,0,21.0
-450,400,0,-850,-2,5.07999999999998,-2.54000000000002,0,2,6,0,0,1,-1,1,0,-10.3333,-0.3333,-0.3333,0,0,1,3,0,1,1,1,0,0.0,177.8,180.34,1,0,1,7,0,0.0,175.26,185.42,31,33,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.2,0.6181818181818182,0.3333333333333333,1.0,-0.6666666666666667,0.0,0.0,1.0,0.0,1.0,0.0,3,1,2.3333333333333335,1.0,1.0579710144927537,1.0142857142857142,217.0,161.0,0,0,56.0
125,-135,1,260,4,7.62,2.54000000000002,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0.0,167.64,165.1,0,0,0,0,0,0.0,170.18,172.72,31,27,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4444444444444444,0.574468085106383,-0.1300236406619386,,,,,,,,,,0,0,,,1.0149253731343284,0.9848484848484849,,,1,1,
