red_fighter,blue_fighter,red_odds,blue_odds,red_winner,red_return,blue_return,odds_diff,age_diff,reach_diff,height_diff,wins_diff,losses_diff,rounds_diff,title_bout_diff,ko_diff,submission_diff,win_streak_diff,lose_streak_diff,longest_win_streak_diff,sig_str_diff,sub_att_diff,td_diff,rank_diff,fight_date,title_bout,weight_class,gender,number_of_rounds,blue_current_lose_streak,blue_current_win_streak,blue_longest_win_streak,blue_losses,blue_total_rounds_fought,blue_total_title_bouts,blue_wins_by_ko,blue_wins_by_submission,blue_wins,blue_stance,blue_height_cms,blue_reach_cms,red_current_lose_streak,red_current_win_streak,red_longest_win_streak,red_losses,red_total_rounds_fought,red_total_title_bouts,red_wins_by_ko,red_wins_by_submission,red_wins,red_stance,red_height_cms,red_reach_cms,red_age,blue_age,b_match_wc_rank,r_match_wc_rank
Darren Elkins,Julian Erosa,230,-280,f,0,1.3571,510,5,-7.62,-7.62,10,3,43,0,2,-1,0,0,3,-2.78,0.4,1.14,0,2025-04-12,f,Featherweight,MALE,3,0,2,3,7,32,0,2,4,9,Southpaw,185.42,187.96,0,2,6,10,75,0,4,3,19,Orthodox,177.8,180.34,40,35,20,20
Sedriques Dumas,Michal Oleksiejczuk,160,-190,f,0,1.5263,350,-1,12.7,5.08,-3,-5,-12,0,-6,1,1,-3,0,-3.88,0.2,0.28,0,2025-04-12,f,Middleweight,MALE,3,3,0,2,7,25,0,6,0,7,Southpaw,182.88,187.96,0,1,2,2,13,0,0,1,4,Orthodox,187.96,200.66,29,30,20,20
Sumudaerji,Mitch Raposo,-144,122,t,1.6944,0,-266,3,20.32,7.62,3,2,10,0,1,0,0,1,3,2.7,0.5,-1.87,0,2025-04-12,f,Flyweight,MALE,3,2,0,0,2,5,0,0,0,0,Switch,165.1,162.56,3,0,3,4,15,0,1,0,3,Southpaw,172.72,182.88,29,26,20,20
Tresean Gore,Marco Tulio,410,-550,f,0,1.1818,960,0,2.54,0,-1,2,1,0,-2,2,-1,0,-1,-3.28,0.7,0.49,0,2025-04-12,f,Middleweight,MALE,3,0,3,3,0,6,0,2,0,3,Orthodox,182.88,187.96,0,2,2,2,7,0,0,2,2,Switch,182.88,190.5,30,30,20,20
Nora Cornolle,Hailey Cowan,-230,190,t,1.4348,0,-420,2,0,-2.54,1,0,2,0,1,0,0,0,1,0.07,0.2,-1.73,-7,2025-04-12,f,Women's Bantamweight,FEMALE,3,1,0,1,1,6,0,0,0,1,Southpaw,172.72,170.18,1,0,2,1,8,0,1,0,2,Orthodox,170.18,170.18,35,33,20,13
Ian Machado Garry,Carlos Prates,-164,128,t,1.6098,0,-292,-4,-10.16,5.08,3,1,17,0,-2,0,-5,1,3,1.01,0.4,0.71,-6,2025-04-26,f,Welterweight,MALE,5,0,5,5,0,8,0,5,0,5,Switch,185.42,198.12,1,0,8,1,25,0,3,0,8,Orthodox,190.5,187.96,27,31,13,7
Anthony Smith,Zhang Mingyang,295,-370,f,0,1.2703,665,10,2.54,5.08,12,13,62,1,4,6,-3,2,0,-4.52,0.6,0.44,-5,2025-04-26,f,Light Heavyweight,MALE,3,0,3,3,0,3,0,3,0,3,Orthodox,187.96,190.5,2,0,3,13,65,1,7,6,15,Orthodox,193.04,193.04,36,26,20,15
Giga Chikadze,David Onama,166,-198,f,0,1.5051,364,6,0,2.54,3,1,14,0,1,-1,-3,1,4,-1.32,-0.3,-0.87,-8,2025-04-26,f,Featherweight,MALE,3,0,3,3,2,17,0,2,1,5,Orthodox,180.34,187.96,1,0,7,3,31,0,3,0,8,Orthodox,182.88,187.96,36,30,20,12
Michel Pereira,Abus Magomedov,-142,120,f,0,2.2,-262,-3,-12.7,-2.54,6,1,18,0,1,2,-2,1,6,1.39,0.3,-1.4,-6,2025-04-26,f,Middleweight,MALE,3,0,2,2,2,12,0,1,1,3,Orthodox,187.96,198.12,1,0,8,3,30,0,2,3,9,Orthodox,185.42,185.42,31,34,20,14
Randy Brown,Nicolas Dalby,-320,260,t,1.3125,0,-580,-6,10.16,10.16,6,2,10,0,2,3,0,0,0,0.51,0.4,-0.19,0,2025-04-26,f,Welterweight,MALE,3,1,0,4,4,36,0,1,0,7,Orthodox,180.34,187.96,1,0,4,6,46,0,3,3,13,Orthodox,190.5,198.12,34,40,20,20
Ikram Aliskerov,Andre Muniz,-430,340,t,1.2326,0,-770,-3,-5.08,-2.54,-5,-1,-17,0,2,-3,-1,1,-4,4.78,-0.6,-0.78,0,2025-04-26,f,Middleweight,MALE,3,0,1,7,2,21,0,0,4,8,Southpaw,185.42,198.12,1,0,3,1,4,0,2,1,3,Southpaw,182.88,193.04,32,35,20,20
Matt Schnell,Jimmy Flick,-235,180,t,1.4255,0,-415,1,5.08,2.54,3,4,14,0,0,0,0,2,2,2.4,-2.3,-1.76,0,2025-04-26,f,Flyweight,MALE,3,1,0,2,3,12,0,0,3,3,Orthodox,170.18,172.72,3,0,4,7,26,0,0,3,6,Orthodox,172.72,177.8,35,34,20,20
Evan Elder,Gauge Young,-210,176,t,1.4762,0,-386,4,5.08,2.54,2,1,8,0,0,1,2,-1,2,-0.66,0.5,-0.27,0,2025-04-26,f,Lightweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,175.26,177.8,0,2,2,2,11,0,0,1,2,Switch,177.8,182.88,28,24,20,20
Chris Gutierrez,John Castaneda,-235,180,t,1.4255,0,-415,1,-10.16,7.62,4,0,15,0,2,-1,1,-1,2,-0.55,0,-1.19,0,2025-04-26,f,Featherweight,MALE,3,1,0,2,3,21,0,1,1,5,Switch,167.64,180.34,0,1,4,3,36,0,3,0,9,Orthodox,175.26,170.18,34,33,20,20
Da'Mon Blackshear,Alatengheili,-850,520,t,1.1176,0,-1370,-3,15.24,12.7,-1,1,-6,0,0,3,1,0,0,1.51,1.5,-0.26,0,2025-04-26,f,Bantamweight,MALE,3,0,1,2,2,22,0,1,0,5,Orthodox,165.1,167.64,0,2,2,3,16,0,1,3,4,Switch,177.8,182.88,30,33,20,20
Malcolm Wellmaker,Cameron Saaiman,-126,108,t,1.7937,0,-234,6,10.16,5.08,-3,-2,-14,0,-2,0,1,-2,-3,0.5,-0.7,-0.89,0,2025-04-26,f,Bantamweight,MALE,3,2,0,4,2,15,0,3,0,4,Southpaw,172.72,170.18,0,1,1,0,1,0,1,0,1,Switch,177.8,180.34,30,24,20,20
Jaqueline Amorim,Polyana Viana,-900,610,t,1.1111,0,-1510,-3,2.54,-5.08,-1,-5,-10,0,0,-1,3,-2,1,-0.31,2.1,1.41,0,2025-04-26,f,Women's Strawweight,FEMALE,3,2,0,2,6,18,0,1,3,4,Orthodox,165.1,170.18,0,3,3,1,8,0,1,2,3,Orthodox,160.02,172.72,29,32,20,20
Timmy Cuamba,Roberto Romero,-108,-108,t,1.9259,0,0,1,2.54,2.54,1,1,6,0,0,0,0,1,1,-1.79,0,1.31,0,2025-04-26,f,Featherweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,172.72,177.8,2,0,1,2,9,0,0,0,1,Orthodox,175.26,180.34,26,25,20,20
Chelsea Chandler,Joselyne Edwards,240,-295,f,0,1.339,535,5,-5.08,0,-3,-2,-17,0,1,-1,-1,1,-2,-1.06,-0.6,-0.42,-1,2025-04-26,f,Women's Bantamweight,FEMALE,3,0,1,3,4,27,0,0,1,5,Orthodox,172.72,177.8,1,0,1,2,10,0,1,0,2,Southpaw,172.72,172.72,34,29,15,14
Cory Sandhagen,Deiveson Figueiredo,-520,400,t,1.1923,0,-920,-4,5.08,15.24,-3,0,-5,-5,1,-3,0,0,0,2.23,-1,-0.46,-1,2025-05-03,f,Bantamweight,MALE,5,1,0,5,4,49,6,4,4,13,Orthodox,165.1,172.72,1,0,5,4,44,1,5,1,10,Switch,180.34,177.8,33,37,5,4
Reinier de Ridder,Bo Nickal,295,-370,t,3.95,0,665,5,5.08,7.62,-4,0,-5,0,-1,-2,-4,0,-4,-0.88,-1.9,-0.54,-2,2025-05-03,f,Middleweight,MALE,3,0,6,6,0,9,0,1,4,6,Southpaw,185.42,193.04,0,2,2,0,4,0,0,2,2,Southpaw,193.04,198.12,34,29,15,13
Santiago Ponzinibbio,Daniel Rodriguez,770,-1450,f,0,1.069,2220,0,-2.54,-2.54,3,3,15,0,5,-1,0,0,3,-2.42,-0.1,0.09,0,2025-05-03,f,Welterweight,MALE,3,0,1,4,4,32,0,2,1,9,Southpaw,185.42,187.96,0,1,7,7,47,0,7,0,12,Orthodox,182.88,185.42,38,38,20,20
Montel Jackson,Daniel Marcos,-340,240,t,1.2941,0,-580,1,15.24,7.62,4,2,9,0,3,1,3,0,2,-1.88,0.2,1.36,-5,2025-05-03,f,Bantamweight,MALE,3,0,2,3,0,16,0,1,0,5,Orthodox,170.18,175.26,0,5,5,2,25,0,4,1,9,Southpaw,177.8,190.5,33,32,20,15
Cameron Smotherman,Serhiy Sidey,520,-850,f,0,1.1176,1370,-1,-7.62,-5.08,-1,0,-3,0,-1,0,0,0,0,-0.42,-1.3,-1.58,0,2025-05-03,f,Bantamweight,MALE,3,0,1,1,1,7,0,1,0,2,Switch,180.34,182.88,0,1,1,1,4,0,0,0,1,Orthodox,175.26,175.26,27,28,20,20
Jeremy Stephens,Mason Jones,1180,-2400,f,0,1.0417,3580,8,-7.62,-2.54,14,16,75,0,8,0,0,2,2,-2.83,0.2,-2.37,0,2025-05-03,f,Lightweight,MALE,3,1,0,1,2,11,0,0,0,1,Orthodox,177.8,187.96,3,0,3,18,86,0,8,0,15,Orthodox,175.26,180.34,38,30,20,20
Yana Santos,Miesha Tate,136,-174,t,2.36,0,310,-3,7.62,0,-8,-3,-36,-5,-1,-5,0,0,-3,1.79,-1.1,-1.19,-2,2025-05-03,f,Women's Bantamweight,FEMALE,3,0,1,5,8,62,6,1,5,13,Orthodox,167.64,165.1,0,1,2,5,26,1,0,0,5,Orthodox,167.64,172.72,35,38,12,10
Ryan Loder,Azamat Bekoev,265,-330,f,0,1.303,595,4,10.16,5.08,0,0,1,1,0,0,0,0,0,0.53,1.4,-2.11,0,2025-05-03,f,Middleweight,MALE,3,0,1,1,0,1,0,1,0,1,Orthodox,182.88,182.88,0,1,1,0,2,1,1,0,1,Southpaw,187.96,193.04,33,29,20,20
Marina Rodriguez,Gillian Robertson,220,-270,f,0,1.3704,490,9,5.08,2.54,-4,-1,5,0,1,-7,-3,2,1,1.8,-0.6,-2.49,-3,2025-05-03,f,Women's Strawweight,FEMALE,3,0,3,3,6,40,0,2,7,12,Orthodox,165.1,160.02,2,0,4,5,45,0,3,0,8,Orthodox,167.64,165.1,38,29,12,9
Gaston Bolanos,Quang Le,-126,108,f,0,2.08,-234,-1,-2.54,0,2,-1,2,0,0,0,1,-2,1,0.46,-0.4,-2.24,0,2025-05-03,f,Bantamweight,MALE,3,2,0,0,2,6,0,0,0,0,Orthodox,170.18,177.8,0,1,1,1,8,0,0,0,2,Orthodox,170.18,175.26,32,33,20,20
Thomas Petersen,Don'Tale Mayes,-1450,770,t,1.069,0,-2220,-3,-17.78,-12.7,-4,-5,-26,0,-4,1,0,-1,-1,-0.12,0.4,2.42,5,2025-05-03,f,Heavyweight,MALE,3,2,0,2,7,35,0,4,0,6,Orthodox,198.12,205.74,1,0,1,2,9,0,0,1,2,Southpaw,185.42,187.96,30,33,15,20
Juliana Miller,Ivana Petrovic,300,-430,t,4,0,730,-2,-10.16,-2.54,0,0,-2,0,1,-1,0,1,0,0.74,0.4,0.04,0,2025-05-03,f,Women's Flyweight,FEMALE,3,1,0,1,2,9,0,0,1,1,Southpaw,172.72,177.8,2,0,1,2,7,0,1,0,1,Orthodox,170.18,167.64,28,30,20,20
Belal Muhammad,Jack Della Maddalena,-198,166,f,0,2.66,-364,8,-2.54,0,7,3,43,1,-2,0,-2,0,-2,-1.14,0,2.01,-5,2025-05-10,t,Welterweight,MALE,5,0,8,8,0,16,0,4,1,8,Switch,180.34,185.42,0,6,6,3,59,1,2,1,15,Orthodox,180.34,182.88,36,28,5,0
Valentina Shevchenko,Manon Fiorot,-235,180,t,1.4255,0,-415,2,2.54,-5.08,6,3,44,12,2,2,-6,0,2,-2.62,0.3,1.6,-2,2025-05-10,t,Women's Flyweight,FEMALE,5,0,7,7,0,21,0,2,0,7,Orthodox,170.18,165.1,0,1,9,3,65,12,4,2,13,Southpaw,165.1,167.64,37,35,2,0
Jose Aldo,Aiemann Zahabi,-192,150,f,0,2.5,-342,1,5.08,-2.54,16,6,73,15,9,0,-5,1,10,-0.89,0.1,0.35,0,2025-05-10,f,Featherweight,MALE,3,0,5,5,2,20,0,2,0,6,Orthodox,172.72,172.72,1,0,15,8,93,15,11,0,22,Orthodox,170.18,177.8,38,37,20,20
Alexa Grasso,Natalia Silva,194,-235,f,0,1.4255,429,3,2.54,2.54,2,4,26,3,-2,2,-6,1,-1,-0.7,0.7,-0.03,-4,2025-05-10,f,Women's Flyweight,FEMALE,3,0,6,6,0,16,0,2,0,6,Southpaw,162.56,165.1,1,0,5,4,42,3,0,2,8,Orthodox,165.1,167.64,31,28,5,1
Benoit Saint Denis,Kyle Prepolec,-1400,830,t,1.0714,0,-2230,-6,7.62,2.54,5,1,9,0,3,2,0,0,5,2.37,1.8,4.19,-7,2025-05-10,f,Lightweight,MALE,3,2,0,0,2,6,0,0,0,0,Southpaw,177.8,177.8,2,0,5,3,15,0,3,2,5,Southpaw,180.34,185.42,29,35,20,13
Mike Malott,Charles Radtke,-220,184,t,1.4545,0,-404,-1,2.54,10.16,2,0,5,0,-1,3,0,0,2,1.52,0.2,-0.36,0,2025-05-10,f,Welterweight,MALE,3,0,1,2,1,6,0,2,0,3,Orthodox,175.26,182.88,0,1,4,1,11,0,1,3,5,Orthodox,185.42,185.42,33,34,20,20
Jessica Andrade,Jasmine Jasudavicius,225,-275,f,0,1.3636,500,-3,-15.24,-15.24,9,9,30,4,6,1,-4,1,0,2.9,-0.2,-0.53,-2,2025-05-10,f,Women's Flyweight,FEMALE,3,0,4,4,2,30,0,0,2,8,Orthodox,170.18,172.72,1,0,4,11,60,4,6,3,17,Orthodox,154.94,157.48,33,36,9,7
Modestas Bukauskas,Ion Cutelaba,-106,-110,t,1.9434,0,4,0,2.54,5.08,-3,-5,-15,0,-2,0,0,0,0,-0.99,-0.1,-3.5,0,2025-05-10,f,Light Heavyweight,MALE,3,0,2,2,9,34,0,4,1,8,Southpaw,185.42,190.5,0,2,2,4,19,0,2,1,5,Switch,190.5,193.04,31,31,20,20
Navajo Stirling,Ivan Erslan,-330,265,t,1.303,0,-595,-6,17.78,5.08,2,-1,2,0,1,0,2,-1,2,3.7,0,0.53,0,2025-05-10,f,Light Heavyweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,187.96,182.88,0,2,2,0,5,0,1,0,2,Orthodox,193.04,200.66,27,33,20,20
Marc-Andre Barriault,Bruno Silva,-172,144,t,1.5814,0,-316,0,0,2.54,1,2,10,0,-2,1,0,-1,-1,1.79,0.1,-0.43,0,2025-05-10,f,Middleweight,MALE,3,4,0,3,6,22,0,4,0,4,Orthodox,182.88,187.96,3,0,2,8,32,0,2,1,5,Orthodox,185.42,187.96,35,35,20,20
Daniel Santos,JeongYeong Lee,126,-148,t,2.26,0,274,1,-15.24,-7.62,-2,0,-1,-1,0,-1,2,-1,-2,1.38,-0.3,2.38,0,2025-05-10,f,Featherweight,MALE,3,1,0,4,1,9,1,1,1,4,Orthodox,177.8,185.42,0,2,2,1,8,0,1,0,2,Orthodox,170.18,170.18,30,29,20,20
Brad Katona,Bekzat Almakhan,120,-142,f,0,1.7042,262,6,-10.16,-2.54,4,3,21,1,0,0,0,0,2,3.2,0,1.86,0,2025-05-10,f,Bantamweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,170.18,172.72,1,0,2,4,24,1,0,0,4,Orthodox,167.64,162.56,33,27,20,20
Gilbert Burns,Michael Morales,350,-450,f,0,1.2222,800,13,-20.32,-5.08,9,8,48,1,0,5,-6,3,0,-2.52,0.4,1,-4,2025-05-17,f,Welterweight,MALE,5,0,6,6,0,14,0,3,0,6,Orthodox,182.88,200.66,3,0,6,8,62,1,3,5,15,Orthodox,177.8,180.34,38,25,12,8
Sodiq Yusuff,Mairon Santos,104,-134,f,0,1.7463,238,7,-2.54,5.08,5,3,19,-1,1,1,-2,2,3,1.94,0.4,0.36,0,2025-05-17,f,Lightweight,MALE,3,0,2,2,0,5,1,1,0,2,Orthodox,170.18,182.88,2,0,5,3,24,0,2,1,7,Orthodox,175.26,180.34,31,24,20,20
Dustin Stoltzfus,Nursulton Ruziboev,660,-1200,f,0,1.0833,1860,2,-2.54,-12.7,1,4,11,0,-1,1,0,0,-1,0.71,1.1,1.33,0,2025-05-17,f,Middleweight,MALE,3,0,1,2,1,7,0,3,0,3,Orthodox,195.58,193.04,0,1,1,5,18,0,2,1,4,Orthodox,182.88,190.5,33,31,20,20
Julian Erosa,Melquizael Costa,400,-650,f,0,1.1538,1050,7,7.62,7.62,6,5,19,0,3,2,0,0,0,1.8,-0.4,-0.27,0,2025-05-17,f,Featherweight,MALE,3,0,3,3,2,14,0,0,2,4,Southpaw,177.8,180.34,0,3,3,7,33,0,3,4,10,Southpaw,185.42,187.96,35,28,20,20
Gabe Green,Matheus Camilo,158,-188,t,2.58,0,346,8,10.16,0,2,3,12,0,1,0,0,2,2,3.41,-0.1,-3.72,0,2025-05-17,f,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,2,0,2,3,12,0,1,0,2,Switch,177.8,185.42,32,24,20,20
Jared Gordon,Thiago Moises,-120,102,t,1.8333,0,-222,6,-5.08,0,-1,0,-1,0,0,-3,-1,1,0,3.12,-1.1,0.41,0,2025-05-17,f,Lightweight,MALE,3,0,1,3,6,37,0,2,3,9,Orthodox,175.26,177.8,1,0,3,6,36,0,2,0,8,Orthodox,175.26,172.72,36,30,20,20
Yadier del Valle,Connor Matthews,-620,460,t,1.1613,0,-1080,-4,-5.08,2.54,0,-3,-7,0,0,0,1,-2,0,-0.77,1.3,-2.01,0,2025-05-17,f,Featherweight,MALE,3,2,0,1,3,10,0,0,0,1,Switch,172.72,180.34,0,1,1,0,3,0,0,0,1,Southpaw,175.26,175.26,28,32,20,20
Luana Santos,Tainara Lisboa,-1300,720,t,1.0769,0,-2020,-9,0,-2.54,1,1,2,0,1,0,-2,1,1,0.98,0.9,0.5,0,2025-05-17,f,Women's Bantamweight,FEMALE,3,0,2,2,0,6,0,0,1,2,Orthodox,170.18,170.18,1,0,3,1,8,0,1,1,3,Orthodox,167.64,170.18,25,34,20,20
Elise Reed,Denise Gomes,430,-590,f,0,1.1695,1020,7,0,2.54,-1,2,2,0,-2,0,-1,0,-1,-1.02,-0.7,-0.99,0,2025-05-17,f,Women's Strawweight,FEMALE,3,0,2,2,2,18,0,2,0,5,Orthodox,157.48,160.02,0,1,1,4,20,0,0,0,4,Orthodox,160.02,160.02,32,25,20,20
HyunSung Park,Carlos Hernandez,-194,162,t,1.5155,0,-356,-2,-2.54,-2.54,0,-3,-11,1,2,2,3,0,2,-0.45,1.6,-0.06,0,2025-05-17,f,Flyweight,MALE,3,0,1,2,3,18,0,0,0,4,Orthodox,172.72,170.18,0,4,4,0,7,1,2,2,4,Orthodox,170.18,167.64,29,31,20,20
Tecia Pennington,Luana Pinheiro,-320,260,t,1.3125,0,-580,3,-5.08,-2.54,6,4,32,0,0,1,1,-3,-1,1.44,-0.1,-1.77,-2,2025-05-17,f,Women's Strawweight,FEMALE,3,3,0,4,3,16,0,1,0,4,Orthodox,157.48,157.48,0,1,3,7,48,0,1,1,10,Orthodox,154.94,152.4,35,32,15,13
Mateusz Gamrot,Ludovit Klein,-154,130,t,1.6494,0,-284,4,-5.08,7.62,0,1,1,0,1,1,-4,1,0,-0.55,0.2,3.85,-13,2025-05-31,f,Lightweight,MALE,3,0,4,4,2,26,0,2,0,7,Southpaw,170.18,182.88,1,0,4,3,27,0,3,1,7,Southpaw,177.8,177.8,34,30,20,7
Billy Ray Goff,Ramiz Brahimaj,-405,320,f,0,4.2,-725,-6,0,0,-1,-2,-7,0,1,-2,-1,1,1,5.22,-1.6,-0.24,0,2025-05-31,f,Welterweight,MALE,3,0,1,1,3,12,0,1,2,3,Orthodox,177.8,182.88,1,0,2,1,5,0,2,0,2,Switch,177.8,182.88,26,32,20,20
Dustin Jacoby,Bruno Lopes,-194,162,t,1.5155,0,-356,5,5.08,2.54,7,5,32,0,4,0,-1,0,2,2.52,0,-1.61,0,2025-05-31,f,Light Heavyweight,MALE,3,0,2,2,1,6,0,1,0,2,Orthodox,187.96,187.96,0,1,4,6,38,0,5,0,9,Orthodox,190.5,193.04,37,32,20,20
Ketlen Vieira,Macy Chiasson,-3500,1480,t,1.0286,0,-4980,0,-10.16,-7.62,0,1,12,-1,-3,-1,-2,1,1,-0.45,0.2,-0.54,0,2025-05-31,f,Women's Featherweight,FEMALE,3,0,2,3,3,25,1,3,2,8,Orthodox,180.34,182.88,1,0,4,4,37,0,0,1,8,Orthodox,172.72,172.72,33,33,20,20
Zach Reese,Dusko Todorovic,-430,300,t,1.2326,0,-730,0,7.62,7.62,-1,-3,-8,0,-2,1,0,-1,0,-0.25,1,1.03,0,2025-05-31,f,Middleweight,MALE,3,2,0,2,5,15,0,3,0,4,Orthodox,185.42,187.96,1,0,2,2,7,0,1,1,3,Switch,193.04,195.58,31,31,20,20
Jafel Filho,Allan Nascimento,-106,-110,f,0,1.9091,4,-1,-2.54,-2.54,1,-1,-2,0,1,1,0,0,0,-1.28,0.7,1.14,0,2025-05-31,f,Flyweight,MALE,3,0,2,2,2,10,0,0,1,2,Orthodox,172.72,175.26,0,2,2,1,8,0,1,2,3,Orthodox,170.18,172.72,32,33,20,20
Kurt Holobaugh,Jordan Leavitt,190,-230,f,0,1.4348,420,9,-2.54,5.08,-3,4,11,0,-2,-1,0,0,-1,2.37,-0.3,-2.5,0,2025-05-31,f,Lightweight,MALE,3,1,0,2,3,14,0,2,2,5,Southpaw,175.26,180.34,1,0,1,7,25,0,0,1,2,Orthodox,180.34,177.8,38,29,20,20
Bolaji Oki,Michael Aswell Jr.,-620,460,t,1.1613,0,-1080,5,10.16,5.08,2,0,2,0,1,0,0,0,2,-1.37,0,0.7,0,2025-05-31,f,Lightweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,172.72,175.26,1,0,2,1,5,0,1,0,2,Orthodox,177.8,185.42,29,24,20,20
Merab Dvalishvili,Sean O'Malley,-250,205,t,1.4,0,-455,4,-10.16,-12.7,1,0,13,-1,-6,0,12,-1,7,-1.63,0.1,5.73,-1,2025-06-07,t,Bantamweight,MALE,5,1,0,5,2,34,3,7,0,11,Switch,180.34,182.88,0,12,12,2,47,2,1,0,12,Orthodox,167.64,172.72,34,30,1,0
Julianna Pena,Kayla Harrison,440,-590,f,0,1.1695,1030,1,7.62,-5.08,6,3,26,4,2,1,-1,0,2,-1.19,-0.1,-1.14,-2,2025-06-07,t,Women's Bantamweight,FEMALE,5,0,2,2,0,5,0,0,1,2,Southpaw,172.72,167.64,0,1,4,3,31,4,2,2,8,Orthodox,167.64,175.26,35,34,2,0
Kelvin Gastelum,Joe Pyfer,1480,-3500,f,0,1.0286,4980,5,-10.16,-12.7,8,7,53,2,-1,1,0,0,1,0.13,-0.8,-0.41,0,2025-06-07,f,Middleweight,MALE,3,0,1,4,2,13,0,4,1,5,Orthodox,187.96,190.5,0,1,5,9,66,2,3,2,13,Southpaw,175.26,180.34,33,28,20,20
Mario Bautista,Patchy Mix,-1000,580,t,1.1,0,-1580,0,-2.54,-5.08,9,2,23,0,1,3,7,0,7,0,0.8,-0.59,-10,2025-06-07,f,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,180.34,177.8,0,7,7,2,23,0,1,3,9,Switch,175.26,175.26,31,31,20,10
Vicente Luque,Kevin Holland,152,-180,f,0,1.5556,332,1,-15.24,-10.16,1,-4,-14,0,3,1,0,0,1,0.56,0.1,0.1,-6,2025-06-07,f,Welterweight,MALE,3,0,1,5,10,62,0,5,5,15,Orthodox,190.5,205.74,0,1,6,6,48,0,8,6,16,Orthodox,180.34,190.5,33,32,20,14
Bruno Silva,Joshua Van,520,-720,f,0,1.1389,1240,12,0,-2.54,-2,2,-1,0,2,1,-3,1,1,-4.89,0.2,1.17,6,2025-06-07,f,Flyweight,MALE,3,0,3,3,1,20,0,1,0,6,Orthodox,165.1,165.1,1,0,4,3,19,0,3,1,4,Orthodox,162.56,165.1,35,23,14,20
Azamat Murzakanov,Brendson Ribeiro,-620,460,t,1.1613,0,-1080,8,-25.4,-12.7,2,-2,2,0,3,-1,3,0,3,1.36,-0.4,-0.17,-8,2025-06-07,f,Light Heavyweight,MALE,3,0,2,2,2,10,0,1,1,3,Orthodox,190.5,205.74,0,5,5,0,12,0,4,0,5,Southpaw,177.8,180.34,36,28,20,12
Serghei Spivac,Waldo Cortes Acosta,-168,142,f,0,2.42,-310,-3,0,-2.54,1,4,4,0,0,3,-4,1,-1,-1.97,0.4,3.38,-4,2025-06-07,f,Heavyweight,MALE,3,0,4,4,1,19,0,3,0,7,Orthodox,193.04,198.12,1,0,3,5,23,0,3,3,8,Orthodox,190.5,198.12,30,33,11,7
Khaos Williams,Andreas Gustafsson,1480,-3500,f,0,1.0286,4980,-3,10.16,-2.54,5,3,18,0,3,0,-1,1,1,-0.88,0,-6.19,0,2025-06-07,f,Welterweight,MALE,3,0,1,1,0,2,0,1,0,1,Orthodox,185.42,185.42,1,0,2,3,20,0,4,0,6,Orthodox,182.88,195.58,31,34,20,20
Ariane da Silva,Wang Cong,430,-590,f,0,1.1695,1020,-2,2.54,0,3,6,25,0,-1,1,-1,2,1,-2.17,-0.5,-0.31,-7,2025-06-07,f,Women's Flyweight,FEMALE,3,0,1,2,1,7,0,1,1,3,Southpaw,167.64,167.64,2,0,3,7,32,0,0,2,6,Orthodox,167.64,170.18,31,33,20,13
Jeka Saragih,JooSang Yoo,420,-560,f,0,1.1786,980,-1,-5.08,2.54,3,2,8,1,3,0,0,1,2,-3.61,0.5,2.17,0,2025-06-07,f,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,1,0,2,2,8,1,3,0,3,Orthodox,172.72,175.26,30,31,20,20
Quillan Salkilld,Yanal Ashmouz,-1600,840,t,1.0625,0,-2440,-5,15.24,7.62,0,-1,-3,0,0,0,1,0,1,2.28,0.8,4.71,0,2025-06-07,f,Lightweight,MALE,3,0,1,1,1,7,0,1,0,2,Orthodox,175.26,175.26,0,2,2,0,4,0,1,0,2,Orthodox,182.88,190.5,25,30,20,20
MarQuel Mederos,Mark Choinski,-3500,1480,t,1.0286,0,-4980,-1,0,5.08,3,0,7,0,1,0,3,0,3,1.59,0,-1.77,0,2025-06-07,f,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,0,3,3,0,7,0,1,0,3,Orthodox,177.8,175.26,28,29,20,20
Kamaru Usman,Joaquin Buckley,-192,150,t,1.5208,0,-342,7,0,5.08,4,-1,29,9,-4,1,-6,3,9,0.28,0,1.25,-2,2025-06-14,f,Welterweight,MALE,5,0,6,6,4,37,0,8,0,11,Southpaw,177.8,193.04,3,0,15,3,66,9,4,1,15,Switch,182.88,193.04,38,31,7,5
Rose Namajunas,Miranda Maverick,-102,-124,t,1.9804,0,22,5,0,5.08,3,3,27,7,1,1,-4,1,-1,0.28,-0.1,-0.69,-4,2025-06-14,f,Women's Flyweight,FEMALE,3,0,4,4,3,30,0,1,2,8,Southpaw,160.02,165.1,1,0,3,6,57,7,2,3,11,Orthodox,165.1,165.1,32,27,11,7
